prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
rx22__rx22_010__template_default__dirty_filthy__no_frame,rx22,Ronai & Xiang (2022),rx22_010,dirty/filthy,dirty,filthy,dirty,filthy,adj,default,"Zack's carpet was dirty, but not filthy.",0.075,True,cross-scale/human_data/rx22.csv,Zack's carpet was dirty.,dirty,filthy,Zack's carpet was, filthy, ,.,Zack's carpet was ___.,Zack's carpet was filthy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_011__template_default__dislike_loathe__no_frame,rx22,Ronai & Xiang (2022),rx22_011,dislike/loathe,dislike,loathe,dislike,loathe,verb,default,"The doctor dislikes coffee, but does not loathe it.",0.225,True,cross-scale/human_data/rx22.csv,The doctor dislikes coffee.,dislikes,loathes,The doctor, loathes, , coffee.,The doctor ___ coffee.,The doctor loathes coffee.,weak_sentence_slot_from_first_clause,morphology_match,rx22_third_person_singular,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_012__template_default__double_triple__no_frame,rx22,Ronai & Xiang (2022),rx22_012,double/triple,double,triple,double,triple,verb,default,"The sales will double, but not triple.",0.525,True,cross-scale/human_data/rx22.csv,The sales will double.,double,triple,The sales will, triple, ,.,The sales will ___.,The sales will triple.,weak_sentence_slot_from_first_clause,exact_surface,rx22_base,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_013__template_default__equally_more__no_frame,rx22,Ronai & Xiang (2022),rx22_013,equally/more,equally,more,equally,more,adv,default,"That candidate is equally skilled, but not more.",0.675,True,cross-scale/human_data/rx22.csv,That candidate is equally skilled.,equally,more,That candidate is, more, , skilled.,That candidate is ___ skilled.,That candidate is more skilled.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_014__template_default__funny_hilarious__no_frame,rx22,Ronai & Xiang (2022),rx22_014,funny/hilarious,funny,hilarious,funny,hilarious,adj,default,"The movie is funny, but not hilarious.",0.05,True,cross-scale/human_data/rx22.csv,The movie is funny.,funny,hilarious,The movie is, hilarious, ,.,The movie is ___.,The movie is hilarious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_015__template_default__good_excellent__no_frame,rx22,Ronai & Xiang (2022),rx22_015,good/excellent,good,excellent,good,excellent,adj,default,"The movie is good, but not excellent.",0.3,True,cross-scale/human_data/rx22.csv,The movie is good.,good,excellent,The movie is, excellent, ,.,The movie is ___.,The movie is excellent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_016__template_default__happy_ecstatic__no_frame,rx22,Ronai & Xiang (2022),rx22_016,happy/ecstatic,happy,ecstatic,happy,ecstatic,adj,default,"The winner was happy, but not ecstatic.",0.05,True,cross-scale/human_data/rx22.csv,The winner was happy.,happy,ecstatic,The winner was, ecstatic, ,.,The winner was ___.,The winner was ecstatic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_017__template_default__hard_unsolvable__no_frame,rx22,Ronai & Xiang (2022),rx22_017,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,default,"The problem is hard, but not unsolvable.",0.575,True,cross-scale/human_data/rx22.csv,The problem is hard.,hard,unsolvable,The problem is, unsolvable, ,.,The problem is ___.,The problem is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_018__template_default__harmful_deadly__no_frame,rx22,Ronai & Xiang (2022),rx22_018,harmful/deadly,harmful,deadly,harmful,deadly,adj,default,"The toxin is harmful, but not deadly.",0.2,True,cross-scale/human_data/rx22.csv,The toxin is harmful.,harmful,deadly,The toxin is, deadly, ,.,The toxin is ___.,The toxin is deadly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_019__template_default__here_everywhere__no_frame,rx22,Ronai & Xiang (2022),rx22_019,here/everywhere,here,everywhere,here,everywhere,adv,default,"There is water here, but not everywhere.",0.5,True,cross-scale/human_data/rx22.csv,There is water here.,here,everywhere,There is water, everywhere, ,.,There is water ___.,There is water everywhere.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_020__template_default__hungry_starving__no_frame,rx22,Ronai & Xiang (2022),rx22_020,hungry/starving,hungry,starving,hungry,starving,adj,default,"The boy is hungry, but not starving.",0.2,True,cross-scale/human_data/rx22.csv,The boy is hungry.,hungry,starving,The boy is, starving, ,.,The boy is ___.,The boy is starving.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_021__template_default__intelligent_brilliant__no_frame,rx22,Ronai & Xiang (2022),rx22_021,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,default,"The student is intelligent, but not brilliant.",0.05,True,cross-scale/human_data/rx22.csv,The student is intelligent.,intelligent,brilliant,The student is, brilliant, ,.,The student is ___.,The student is brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_022__template_default__intimidating_terrifying__no_frame,rx22,Ronai & Xiang (2022),rx22_022,intimidating/terrifying,intimidating,terrifying,intimidating,terrifying,adj,default,"Chris's opponent was intimidating, but not terrifying.",0.175,True,cross-scale/human_data/rx22.csv,Chris's opponent was intimidating.,intimidating,terrifying,Chris's opponent was, terrifying, ,.,Chris's opponent was ___.,Chris's opponent was terrifying.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_023__template_default__largely_totally__no_frame,rx22,Ronai & Xiang (2022),rx22_023,largely/totally,largely,totally,largely,totally,adv,default,"The coast was largely flooded, but not totally.",0.7,True,cross-scale/human_data/rx22.csv,The coast was largely flooded.,largely,totally,The coast was, totally, , flooded.,The coast was ___ flooded.,The coast was totally flooded.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_024__template_default__like_love__no_frame,rx22,Ronai & Xiang (2022),rx22_024,like/love,like,love,like,love,verb,default,"The princess likes dancing, but does not love it.",0.1,True,cross-scale/human_data/rx22.csv,The princess likes dancing.,likes,loves,The princess, loves, , dancing.,The princess ___ dancing.,The princess loves dancing.,weak_sentence_slot_from_first_clause,morphology_match,rx22_third_person_singular,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_025__template_default__match_exceed__no_frame,rx22,Ronai & Xiang (2022),rx22_025,match/exceed,match,exceed,match,exceed,verb,default,"Bill's score matches Al's, but does not exceed it.",0.875,True,cross-scale/human_data/rx22.csv,Bill's score matches Al's.,matches,exceeds,Bill's score, exceeds, , Al's.,Bill's score ___ Al's.,Bill's score exceeds Al's.,weak_sentence_slot_from_first_clause,morphology_match,rx22_third_person_singular,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_026__template_default__mostly_entirely__no_frame,rx22,Ronai & Xiang (2022),rx22_026,mostly/entirely,mostly,entirely,mostly,entirely,adv,default,"Peter's answers were mostly wrong, but not entirely.",0.875,True,cross-scale/human_data/rx22.csv,Peter's answers were mostly wrong.,mostly,entirely,Peter's answers were, entirely, , wrong.,Peter's answers were ___ wrong.,Peter's answers were entirely wrong.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_027__template_default__old_ancient__no_frame,rx22,Ronai & Xiang (2022),rx22_027,old/ancient,old,ancient,old,ancient,adj,default,"The house is old, but not ancient.",0.325,True,cross-scale/human_data/rx22.csv,The house is old.,old,ancient,The house is, ancient, ,.,The house is ___.,The house is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_028__template_default__once_twice__no_frame,rx22,Ronai & Xiang (2022),rx22_028,once/twice,once,twice,once,twice,adv,default,"Mistakes happened once, but not twice.",0.7,True,cross-scale/human_data/rx22.csv,Mistakes happened once.,once,twice,Mistakes happened, twice, ,.,Mistakes happened ___.,Mistakes happened twice.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_029__template_default__or_and__no_frame,rx22,Ronai & Xiang (2022),rx22_029,or/and,or,and,or,and,conj,default,"Everyone saw Wonder Woman or Batman, but not and.",0.25,False,cross-scale/human_data/rx22.csv,Everyone saw Wonder Woman or Batman.,or,and,Everyone saw Wonder Woman, and, , Batman.,Everyone saw Wonder Woman ___ Batman.,Everyone saw Wonder Woman and Batman.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_030__template_default__overweight_obese__no_frame,rx22,Ronai & Xiang (2022),rx22_030,overweight/obese,overweight,obese,overweight,obese,adj,default,"The teenager is overweight, but not obese.",0.1,True,cross-scale/human_data/rx22.csv,The teenager is overweight.,overweight,obese,The teenager is, obese, ,.,The teenager is ___.,The teenager is obese.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_031__template_default__overwhelmingly_unanimously__no_frame,rx22,Ronai & Xiang (2022),rx22_031,overwhelmingly/unanimously,overwhelmingly,unanimously,overwhelmingly,unanimously,adv,default,"The measure was supported overwhelmingly, but not unanimously.",0.6,True,cross-scale/human_data/rx22.csv,The measure was supported overwhelmingly.,overwhelmingly,unanimously,The measure was supported, unanimously, ,.,The measure was supported ___.,The measure was supported unanimously.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
