prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
pvt21__pvt21_032__template_default__pale_white,pvt21,Pankratz & van Tiel (2021),pvt21_032,pale/white,pale,white,pale,white,adj,default,"The paint was pale, but not white.",0.486486486,True,cross-scale/human_data/pvt21.csv,"The paint was pale, but not",white, white,.,"The paint was pale, but not white.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/pale_white.json,40,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4158],"[""Ġwhite""]",[-3.1310789585113525],1,-3.1310789585,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_033__template_default__polite_friendly,pvt21,Pankratz & van Tiel (2021),pvt21_033,polite/friendly,polite,friendly,polite,friendly,adj,default,"The staff were polite, but not friendly.",0.166666667,True,cross-scale/human_data/pvt21.csv,"The staff were polite, but not",friendly, friendly,.,"The staff were polite, but not friendly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/polite_friendly.json,1021,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11657],"[""Ġfriendly""]",[-2.622692584991455],1,-2.6226925850,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_034__template_default__pretty_beautiful,pvt21,Pankratz & van Tiel (2021),pvt21_034,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The village was pretty, but not beautiful.",0.097560976,True,cross-scale/human_data/pvt21.csv,"The village was pretty, but not",beautiful, beautiful,.,"The village was pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/pretty_beautiful.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-4.374480247497559],1,-4.3744802475,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_035__template_default__quiet_silent,pvt21,Pankratz & van Tiel (2021),pvt21_035,quiet/silent,quiet,silent,quiet,silent,adj,default,"The boy was quiet, but not silent.",0.378378378,True,cross-scale/human_data/pvt21.csv,"The boy was quiet, but not",silent, silent,.,"The boy was quiet, but not silent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/quiet_silent.json,1022,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[21059],"[""Ġsilent""]",[-3.876087188720703],1,-3.8760871887,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_036__template_default__red_scarlet,pvt21,Pankratz & van Tiel (2021),pvt21_036,red/scarlet,red,scarlet,red,scarlet,adj,default,"His coat was red, but not scarlet.",0.23255814,True,cross-scale/human_data/pvt21.csv,"His coat was red, but not",scarlet, scarlet,.,"His coat was red, but not scarlet.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/red_scarlet.json,1023,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[22290,1149]","[""Ġscar"",""let""]","[-6.15776252746582,-0.005258538294583559]",2,-6.1630210658,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_037__template_default__rough_unfriendly,pvt21,Pankratz & van Tiel (2021),pvt21_037,rough/unfriendly,rough,unfriendly,rough,unfriendly,adj,default,"The service was rough, but not unfriendly.",0.5,True,cross-scale/human_data/pvt21.csv,"The service was rough, but not",unfriendly, unfriendly,.,"The service was rough, but not unfriendly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/rough_unfriendly.json,1024,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[9474,17784]","[""Ġunf"",""riendly""]","[-6.760408878326416,-0.009209061041474342]",2,-6.7696179394,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_038__template_default__sad_tragic,pvt21,Pankratz & van Tiel (2021),pvt21_038,sad/tragic,sad,tragic,sad,tragic,adj,default,"His story was sad, but not tragic.",0.261904762,True,cross-scale/human_data/pvt21.csv,"His story was sad, but not",tragic, tragic,.,"His story was sad, but not tragic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/sad_tragic.json,1025,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[34179],"[""Ġtragic""]",[-3.8492355346679688],1,-3.8492355347,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_039__template_default__smart_brilliant,pvt21,Pankratz & van Tiel (2021),pvt21_039,smart/brilliant,smart,brilliant,smart,brilliant,adj,default,"The writer was smart, but not brilliant.",0.068965517,True,cross-scale/human_data/pvt21.csv,"The writer was smart, but not",brilliant, brilliant,.,"The writer was smart, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/smart_brilliant.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-4.317521095275879],1,-4.3175210953,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_040__template_default__soft_mushy,pvt21,Pankratz & van Tiel (2021),pvt21_040,soft/mushy,soft,mushy,soft,mushy,adj,default,"The banana was soft, but not mushy.",0.3125,True,cross-scale/human_data/pvt21.csv,"The banana was soft, but not",mushy, mushy,.,"The banana was soft, but not mushy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/soft_mushy.json,1026,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[29723,88]","[""Ġmush"",""y""]","[-5.571856498718262,-0.006651049479842186]",2,-5.5785075482,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_041__template_default__thick_impenetrable,pvt21,Pankratz & van Tiel (2021),pvt21_041,thick/impenetrable,thick,impenetrable,thick,impenetrable,adj,default,"The wall was thick, but not impenetrable.",0.431372549,True,cross-scale/human_data/pvt21.csv,"The wall was thick, but not",impenetrable, impenetrable,.,"The wall was thick, but not impenetrable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/thick_impenetrable.json,676,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[732,2752,17366,480]","[""Ġim"",""pen"",""etr"",""able""]","[-1.7653186321258545,-0.012222039513289928,-0.000445385929197073,-0.003976890817284584]",4,-1.7819629484,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_042__template_default__thin_invisible,pvt21,Pankratz & van Tiel (2021),pvt21_042,thin/invisible,thin,invisible,thin,invisible,adj,default,"The line was thin, but not invisible.",0.902439024,True,cross-scale/human_data/pvt21.csv,"The line was thin, but not",invisible, invisible,.,"The line was thin, but not invisible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/thin_invisible.json,204,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[29447],"[""Ġinvisible""]",[-5.308949947357178],1,-5.3089499474,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_043__template_default__tiny_imperceptible,pvt21,Pankratz & van Tiel (2021),pvt21_043,tiny/imperceptible,tiny,imperceptible,tiny,imperceptible,adj,default,"The movement was tiny, but not imperceptible.",0.558823529,True,cross-scale/human_data/pvt21.csv,"The movement was tiny, but not",imperceptible, imperceptible,.,"The movement was tiny, but not imperceptible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/tiny_imperceptible.json,1027,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[16772,1484,1238]","[""Ġimper"",""cept"",""ible""]","[-3.7140707969665527,-0.003845203435048461,-0.010366522707045078]",3,-3.7282825231,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_044__template_default__tough_impossible,pvt21,Pankratz & van Tiel (2021),pvt21_044,tough/impossible,tough,impossible,tough,impossible,adj,default,"The test was tough, but not impossible.",0.870967742,True,cross-scale/human_data/pvt21.csv,"The test was tough, but not",impossible, impossible,.,"The test was tough, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/tough_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11997],"[""Ġimpossible""]",[-2.3268051147460938],1,-2.3268051147,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_045__template_default__uncomfortable_painful,pvt21,Pankratz & van Tiel (2021),pvt21_045,uncomfortable/painful,uncomfortable,painful,uncomfortable,painful,adj,default,"The conversation was uncomfortable, but not painful.",0.25,True,cross-scale/human_data/pvt21.csv,"The conversation was uncomfortable, but not",painful, painful,.,"The conversation was uncomfortable, but not painful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/uncomfortable_painful.json,1028,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[25118],"[""Ġpainful""]",[-4.516134738922119],1,-4.5161347389,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_046__template_default__warm_hot,pvt21,Pankratz & van Tiel (2021),pvt21_046,warm/hot,warm,hot,warm,hot,adj,default,"The engine was warm, but not hot.",0.380952381,True,cross-scale/human_data/pvt21.csv,"The engine was warm, but not",hot, hot,.,"The engine was warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-0.6777896881103516],1,-0.6777896881,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_047__template_default__weird_alien,pvt21,Pankratz & van Tiel (2021),pvt21_047,weird/alien,weird,alien,weird,alien,adj,default,"The idea was weird, but not alien.",0.130434783,True,cross-scale/human_data/pvt21.csv,"The idea was weird, but not",alien, alien,.,"The idea was weird, but not alien.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/weird_alien.json,1029,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19594],"[""Ġalien""]",[-5.864813804626465],1,-5.8648138046,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_048__template_default__wet_sopping,pvt21,Pankratz & van Tiel (2021),pvt21_048,wet/sopping,wet,sopping,wet,sopping,adj,default,"His clothing was wet, but not sopping.",0.325,True,cross-scale/human_data/pvt21.csv,"His clothing was wet, but not",sopping, sopping,.,"His clothing was wet, but not sopping.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wet_sopping.json,1030,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[274,7008]","[""Ġs"",""opping""]","[-5.958640098571777,-0.03181333839893341]",2,-5.9904534370,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_049__template_default__wonderful_perfect,pvt21,Pankratz & van Tiel (2021),pvt21_049,wonderful/perfect,wonderful,perfect,wonderful,perfect,adj,default,"His performance was wonderful, but not perfect.",0.135135135,True,cross-scale/human_data/pvt21.csv,"His performance was wonderful, but not",perfect, perfect,.,"His performance was wonderful, but not perfect.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wonderful_perfect.json,1031,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4727],"[""Ġperfect""]",[-3.478452682495117],1,-3.4784526825,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_050__template_default__wrong_evil,pvt21,Pankratz & van Tiel (2021),pvt21_050,wrong/evil,wrong,evil,wrong,evil,adj,default,"His choices were wrong, but not evil.",0.327586207,True,cross-scale/human_data/pvt21.csv,"His choices were wrong, but not",evil, evil,.,"His choices were wrong, but not evil.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/wrong_evil.json,1032,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13962],"[""Ġevil""]",[-3.259134292602539],1,-3.2591342926,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_001__template_default__allowed_obligatory,rx22,Ronai & Xiang (2022),rx22_001,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,default,"Drinking is allowed, but not obligatory.",0.825,True,cross-scale/human_data/rx22.csv,"Drinking is allowed, but not",obligatory, obligatory,.,"Drinking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-6.476670265197754],1,-6.4766702652,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_002__template_default__attractive_stunning,rx22,Ronai & Xiang (2022),rx22_002,attractive/stunning,attractive,stunning,attractive,stunning,adj,default,"This model is attractive, but not stunning.",0.05,True,cross-scale/human_data/rx22.csv,"This model is attractive, but not",stunning, stunning,.,"This model is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-7.2213521003723145],1,-7.2213521004,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_003__template_default__begin_complete,rx22,Ronai & Xiang (2022),rx22_003,begin/complete,begin,complete,begin,complete,verb,default,"John began the race, but did not complete it.",0.2,True,cross-scale/human_data/rx22.csv,"John began the race, but did not",complete, complete,it.,"John began the race, but did not complete it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/begin_complete.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4583],"[""Ġcomplete""]",[-2.7514147758483887],1,-2.7514147758,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_004__template_default__believe_know,rx22,Ronai & Xiang (2022),rx22_004,believe/know,believe,know,believe,know,verb,default,"The teacher believes it is true, but does not know.",0.625,True,cross-scale/human_data/rx22.csv,"The teacher believes it is true, but does not",know, know,.,"The teacher believes it is true, but does not know.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1414],"[""Ġknow""]",[-1.177450180053711],1,-1.1774501801,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
rx22__rx22_005__template_default__big_enormous,rx22,Ronai & Xiang (2022),rx22_005,big/enormous,big,enormous,big,enormous,adj,default,"The elephant is big, but not enormous.",0.05,True,cross-scale/human_data/rx22.csv,"The elephant is big, but not",enormous, enormous,.,"The elephant is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-9.68929672241211],1,-9.6892967224,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
