prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
pvt21__pvt21_021__template_default__fat_obese__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_021,fat/obese,fat,obese,fat,obese,adj,default,"The man was fat, but not obese.",0.107142857,True,cross-scale/human_data/pvt21.csv,The man was fat.,fat,obese,The man was, obese, ,.,The man was ___.,The man was obese.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[49220],"[""Ġobese""]",[-9.864686965942383],1,-9.8646869659,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_022__template_default__funny_hilarious__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_022,funny/hilarious,funny,hilarious,funny,hilarious,adj,default,"His response was funny, but not hilarious.",0.229166667,True,cross-scale/human_data/pvt21.csv,His response was funny.,funny,hilarious,His response was, hilarious, ,.,His response was ___.,His response was hilarious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[40267],"[""Ġhilarious""]",[-7.8042826652526855],1,-7.8042826653,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_023__template_default__grey_black__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_023,grey/black,grey,black,grey,black,adj,default,"The fabric was grey, but not black.",0.934782609,True,cross-scale/human_data/pvt21.csv,The fabric was grey.,grey,black,The fabric was, black, ,.,The fabric was ___.,The fabric was black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-7.695024490356445],1,-7.6950244904,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_024__template_default__happy_ecstatic__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_024,happy/ecstatic,happy,ecstatic,happy,ecstatic,adj,default,"The crowd was happy, but not ecstatic.",0.243243243,True,cross-scale/human_data/pvt21.csv,The crowd was happy.,happy,ecstatic,The crowd was, ecstatic, ,.,The crowd was ___.,The crowd was ecstatic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[97292],"[""Ġecstatic""]",[-6.247405529022217],1,-6.2474055290,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_025__template_default__honest_blunt__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_025,honest/blunt,honest,blunt,honest,blunt,adj,default,"The woman was honest, but not blunt.",0.191489362,True,cross-scale/human_data/pvt21.csv,The woman was honest.,honest,blunt,The woman was, blunt, ,.,The woman was ___.,The woman was blunt.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[48670],"[""Ġblunt""]",[-11.952203750610352],1,-11.9522037506,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_026__template_default__hot_boiling__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_026,hot/boiling,hot,boiling,hot,boiling,adj,default,"The water was hot, but not boiling.",0.553191489,True,cross-scale/human_data/pvt21.csv,The water was hot.,hot,boiling,The water was, boiling, ,.,The water was ___.,The water was boiling.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[49837],"[""Ġboiling""]",[-5.917845249176025],1,-5.9178452492,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_027__template_default__mysterious_magical__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_027,mysterious/magical,mysterious,magical,mysterious,magical,adj,default,"The results were mysterious, but not magical.",0.511111111,True,cross-scale/human_data/pvt21.csv,The results were mysterious.,mysterious,magical,The results were, magical, ,.,The results were ___.,The results were magical.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[23702],"[""Ġmagical""]",[-10.672141075134277],1,-10.6721410751,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_028__template_default__nice_great__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_028,nice/great,nice,great,nice,great,adj,default,"The graphics were nice, but not great.",0.205128205,True,cross-scale/human_data/pvt21.csv,The graphics were nice.,nice,great,The graphics were, great, ,.,The graphics were ___.,The graphics were great.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2244],"[""Ġgreat""]",[-3.519798994064331],1,-3.5197989941,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_029__template_default__odd_bizarre__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_029,odd/bizarre,odd,bizarre,odd,bizarre,adj,default,"His idea was odd, but not bizarre.",0.2,True,cross-scale/human_data/pvt21.csv,His idea was odd.,odd,bizarre,His idea was, bizarre, ,.,His idea was ___.,His idea was bizarre.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[32188],"[""Ġbizarre""]",[-11.069562911987305],1,-11.0695629120,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_030__template_default__okay_great__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_030,okay/great,okay,great,okay,great,adj,default,"The melody was okay, but not great.",0.717948718,True,cross-scale/human_data/pvt21.csv,The melody was okay.,okay,great,The melody was, great, ,.,The melody was ___.,The melody was great.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2244],"[""Ġgreat""]",[-6.0393500328063965],1,-6.0393500328,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_031__template_default__painful_deadly__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_031,painful/deadly,painful,deadly,painful,deadly,adj,default,"The sting was painful, but not deadly.",0.76744186,True,cross-scale/human_data/pvt21.csv,The sting was painful.,painful,deadly,The sting was, deadly, ,.,The sting was ___.,The sting was deadly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[24142],"[""Ġdeadly""]",[-6.761606216430664],1,-6.7616062164,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_032__template_default__pale_white__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_032,pale/white,pale,white,pale,white,adj,default,"The paint was pale, but not white.",0.486486486,True,cross-scale/human_data/pvt21.csv,The paint was pale.,pale,white,The paint was, white, ,.,The paint was ___.,The paint was white.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[4158],"[""Ġwhite""]",[-7.198999404907227],1,-7.1989994049,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_033__template_default__polite_friendly__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_033,polite/friendly,polite,friendly,polite,friendly,adj,default,"The staff were polite, but not friendly.",0.166666667,True,cross-scale/human_data/pvt21.csv,The staff were polite.,polite,friendly,The staff were, friendly, ,.,The staff were ___.,The staff were friendly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[11657],"[""Ġfriendly""]",[-2.2226836681365967],1,-2.2226836681,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_034__template_default__pretty_beautiful__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_034,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The village was pretty, but not beautiful.",0.097560976,True,cross-scale/human_data/pvt21.csv,The village was pretty.,pretty,beautiful,The village was, beautiful, ,.,The village was ___.,The village was beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-6.529169082641602],1,-6.5291690826,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_035__template_default__quiet_silent__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_035,quiet/silent,quiet,silent,quiet,silent,adj,default,"The boy was quiet, but not silent.",0.378378378,True,cross-scale/human_data/pvt21.csv,The boy was quiet.,quiet,silent,The boy was, silent, ,.,The boy was ___.,The boy was silent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[21059],"[""Ġsilent""]",[-7.97404146194458],1,-7.9740414619,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_036__template_default__red_scarlet__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_036,red/scarlet,red,scarlet,red,scarlet,adj,default,"His coat was red, but not scarlet.",0.23255814,True,cross-scale/human_data/pvt21.csv,His coat was red.,red,scarlet,His coat was, scarlet, ,.,His coat was ___.,His coat was scarlet.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[22290,1149]","[""Ġscar"",""let""]","[-7.611778736114502,-0.1191662847995758]",2,-7.7309450209,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_037__template_default__rough_unfriendly__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_037,rough/unfriendly,rough,unfriendly,rough,unfriendly,adj,default,"The service was rough, but not unfriendly.",0.5,True,cross-scale/human_data/pvt21.csv,The service was rough.,rough,unfriendly,The service was, unfriendly, ,.,The service was ___.,The service was unfriendly.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[9474,17784]","[""Ġunf"",""riendly""]","[-9.417730331420898,-2.619051218032837]",2,-12.0367815495,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_038__template_default__sad_tragic__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_038,sad/tragic,sad,tragic,sad,tragic,adj,default,"His story was sad, but not tragic.",0.261904762,True,cross-scale/human_data/pvt21.csv,His story was sad.,sad,tragic,His story was, tragic, ,.,His story was ___.,His story was tragic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[34179],"[""Ġtragic""]",[-7.059898376464844],1,-7.0598983765,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_039__template_default__smart_brilliant__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_039,smart/brilliant,smart,brilliant,smart,brilliant,adj,default,"The writer was smart, but not brilliant.",0.068965517,True,cross-scale/human_data/pvt21.csv,The writer was smart.,smart,brilliant,The writer was, brilliant, ,.,The writer was ___.,The writer was brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-10.019493103027344],1,-10.0194931030,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_040__template_default__soft_mushy__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_040,soft/mushy,soft,mushy,soft,mushy,adj,default,"The banana was soft, but not mushy.",0.3125,True,cross-scale/human_data/pvt21.csv,The banana was soft.,soft,mushy,The banana was, mushy, ,.,The banana was ___.,The banana was mushy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[29723,88]","[""Ġmush"",""y""]","[-8.030851364135742,-0.08561334758996964]",2,-8.1164647117,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_041__template_default__thick_impenetrable__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_041,thick/impenetrable,thick,impenetrable,thick,impenetrable,adj,default,"The wall was thick, but not impenetrable.",0.431372549,True,cross-scale/human_data/pvt21.csv,The wall was thick.,thick,impenetrable,The wall was, impenetrable, ,.,The wall was ___.,The wall was impenetrable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[732,2752,17366,480]","[""Ġim"",""pen"",""etr"",""able""]","[-9.177549362182617,-0.11498060822486877,-0.0013979434734210372,-0.01962798647582531]",4,-9.3135559004,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
